"","Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","NAME"
"896","2016-17",21,"TOR","NBA","C","54","4","11.6","1.2","2.1",".583","0.0","0.0","","1.2","2.1",".583",".583","0.6","1.1",".544","1.4","1.6","3.1","0.2","0.3","0.4","0.5","2.1","3.1","Poeltl,J"
"897","2017-18",22,"TOR","NBA","C","82","0","18.6","3.1","4.7",".659","0.0","0.0",".500","3.1","4.7",".660",".660","0.7","1.2",".594","2.0","2.8","4.8","0.7","0.5","1.2","1.0","2.6","6.9","Poeltl,J"
"898","2018-19",23,"SAS","NBA","C","77","24","16.5","2.4","3.8",".645","0.0","0.0","","2.4","3.8",".645",".645","0.6","1.2",".533","2.3","3.0","5.3","1.2","0.4","0.9","0.6","1.6","5.5","Poeltl,J"
"899","2019-20",24,"SAS","NBA","C","66","18","17.7","2.5","4.0",".624","0.0","0.0","","2.5","4.0",".624",".624","0.6","1.3",".465","2.0","3.7","5.7","1.8","0.6","1.4","0.8","1.9","5.6","Poeltl,J"
"900","2020-21",25,"SAS","NBA","C","69","51","26.7","3.8","6.2",".616","0.0","0.0","","3.8","6.2",".616",".616","0.9","1.8",".508","3.2","4.8","7.9","1.9","0.7","1.8","1.2","2.5","8.6","Poeltl,J"
"901","2021-22",26,"SAS","NBA","C","49","48","28.9","5.9","9.6",".614","0.0","0.0","1.000","5.9","9.6",".614",".615","1.2","2.7",".466","3.9","5.3","9.2","2.8","0.7","1.8","1.6","3.0","13.1","Poeltl,J"
"902","2019-20",20,"SAS","NBA","SF","17","1","17.7","3.1","5.2",".596","0.8","1.3",".591","2.4","3.9",".597",".669","2.1","2.6",".795","0.6","2.8","3.4","0.9","0.8","0.1","0.8","1.6","9.1","Johnson,K"
"903","2020-21",21,"SAS","NBA","SF","69","67","28.5","4.9","10.2",".479","0.9","2.6",".331","4.0","7.6",".531",".522","2.1","2.8",".740","1.3","4.6","6.0","1.8","0.6","0.3","1.1","2.1","12.8","Johnson,K"
"904","2021-22",22,"SAS","NBA","SF","55","54","31.3","5.8","12.5",".467","1.9","4.5",".425","3.9","8.0",".491",".544","2.1","2.8",".748","1.1","4.9","6.0","1.8","0.8","0.1","1.3","1.9","15.7","Johnson,K"
"905","2014-15",23,"CHI","NBA","SF","36","0","8.9","1.2","3.0",".402","0.4","1.1",".317","0.8","1.8",".455",".463","0.3","0.4",".667","0.2","1.0","1.2","0.2","0.1","0.0","0.5","0.8","3.0","McDermott,D"
"906","2015-16",24,"CHI","NBA","SF","81","4","23.0","3.6","8.0",".452","1.4","3.2",".425","2.2","4.8",".470",".537","0.9","1.0",".857","0.5","2.0","2.4","0.7","0.2","0.1","0.7","1.6","9.4","McDermott,D"
"907","2016-17",25,"TOT","NBA","SF","66","5","22.8","3.4","7.5",".447","1.2","3.2",".370","2.2","4.4",".502",".524","1.1","1.3",".845","0.3","2.4","2.7","0.9","0.2","0.1","0.6","1.2","9.0","McDermott,D"
"908","2016-17",25,"CHI","NBA","SF","44","4","24.5","3.8","8.5",".445","1.3","3.4",".373","2.5","5.1",".493",".520","1.3","1.5",".881","0.3","2.6","3.0","1.0","0.3","0.1","0.7","1.3","10.2","McDermott,D"
"909","2016-17",25,"OKC","NBA","SF","22","1","19.5","2.5","5.6",".452","1.0","2.6",".362","1.6","3.0",".530",".536","0.5","0.8",".706","0.3","2.0","2.2","0.6","0.1","0.0","0.3","1.0","6.6","McDermott,D"
"910","2017-18",26,"TOT","NBA","SF","81","4","21.8","2.9","6.3",".467","1.1","2.7",".426","1.8","3.6",".497",".557","0.8","1.0",".790","0.5","2.0","2.5","1.0","0.2","0.2","0.7","1.5","7.8","McDermott,D"
"911","2017-18",26,"NYK","NBA","SF","55","1","21.3","2.7","6.0",".460","1.0","2.5",".387","1.8","3.5",".513",".541","0.7","1.0",".755","0.6","1.8","2.4","0.9","0.2","0.2","0.6","1.3","7.2","McDermott,D"
"912","2017-18",26,"DAL","NBA","SF","26","3","22.9","3.3","6.9",".478","1.5","3.0",".494","1.8","3.9",".465",".586","0.9","1.1",".857","0.3","2.3","2.5","1.1","0.3","0.2","0.8","1.9","9.0","McDermott,D"
"913","2018-19",27,"IND","NBA","SF","77","1","17.4","2.7","5.5",".491","1.1","2.7",".408","1.6","2.8",".569",".590","0.9","1.0",".835","0.2","1.2","1.4","0.9","0.2","0.1","0.5","1.4","7.3","McDermott,D"
"914","2019-20",28,"IND","NBA","PF","69","0","19.9","3.9","7.9",".488","1.9","4.3",".435","2.0","3.7",".549",".605","0.7","0.8",".828","0.4","2.1","2.5","1.1","0.2","0.1","0.6","1.7","10.3","McDermott,D"
"915","2020-21",29,"IND","NBA","PF","66","29","24.5","5.4","10.1",".532","1.7","4.3",".388","3.7","5.7",".641",".616","1.2","1.5",".816","0.9","2.4","3.3","1.3","0.3","0.1","0.8","1.8","13.6","McDermott,D"
"916","2021-22",30,"SAS","NBA","PF","43","43","24.5","4.5","9.5",".471","2.3","5.3",".441","2.2","4.3",".508",".593","0.6","0.8",".750","0.4","2.1","2.5","1.2","0.3","0.1","0.8","1.6","11.9","McDermott,D"
"917","2020-21",20,"SAS","NBA","SF","62","7","17.0","2.0","4.9",".406","0.8","2.4",".347","1.1","2.5",".464",".492","0.7","0.8",".843","0.4","2.4","2.8","0.9","0.7","0.3","0.4","1.4","5.5","Vassell,D"
"918","2021-22",21,"SAS","NBA","SF","51","12","25.7","4.5","10.3",".434","1.7","5.1",".345","2.7","5.2",".521",".519","0.9","1.1",".804","0.5","3.7","4.2","1.7","1.0","0.6","0.7","2.0","11.5","Vassell,D"
"919","2016-17",20,"SAS","NBA","PG","38","8","8.5","1.3","3.1",".431","0.2","0.6",".391","1.1","2.4",".441",".470","0.6","0.8",".700","0.2","0.9","1.1","1.3","0.2","0.2","1.0","0.8","3.4","Murray,D"
"920","2017-18",21,"SAS","NBA","PG","81","48","21.5","3.3","7.5",".443","0.1","0.4",".265","3.2","7.1",".454",".451","1.3","1.8",".709","1.4","4.3","5.7","2.9","1.2","0.4","1.7","1.9","8.1","Murray,D"
"921","2018-19",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murray,D"
"922","2019-20",23,"SAS","NBA","PG","66","58","25.6","4.5","9.7",".462","0.6","1.7",".369","3.8","8.0",".481",".494","1.4","1.7",".798","1.0","4.8","5.8","4.1","1.7","0.3","1.9","2.2","10.9","Murray,D"
"923","2020-21",24,"SAS","NBA","PG","67","67","31.9","6.6","14.5",".453","0.9","3.0",".317","5.6","11.6",".488",".485","1.6","2.0",".791","0.9","6.2","7.1","5.4","1.5","0.1","1.7","2.0","15.7","Murray,D"
"924","2021-22",25,"SAS","NBA","PG","52","52","34.4","8.2","17.9",".459","1.3","4.0",".319","6.9","13.9",".500",".495","2.2","2.9",".758","1.3","7.0","8.3","9.3","2.0","0.3","2.4","2.0","19.9","Murray,D"
"925","2016-17",20,"OKC","NBA","PF","81","66","20.1","2.4","5.9",".399","0.6","2.0",".321","1.7","4.0",".438",".452","0.5","0.8",".657","0.6","3.0","3.6","1.0","0.5","0.4","1.0","2.5","5.9","Sabonis,D"
"926","2017-18",21,"IND","NBA","C","74","19","24.5","4.6","8.9",".514","0.2","0.5",".351","4.4","8.4",".524",".524","2.3","3.0",".750","2.2","5.5","7.7","2.0","0.5","0.4","1.9","3.0","11.6","Sabonis,D"
"927","2018-19",22,"IND","NBA","C","74","5","24.8","5.6","9.5",".590","0.1","0.2",".529","5.5","9.2",".592",".596","2.8","3.9",".715","2.5","6.8","9.3","2.9","0.6","0.4","2.2","3.2","14.1","Sabonis,D"
"928","2019-20",23,"IND","NBA","PF","62","62","34.8","7.4","13.7",".540","0.3","1.1",".254","7.1","12.6",".565",".550","3.5","4.8",".723","3.0","9.4","12.4","5.0","0.8","0.5","2.7","3.1","18.5","Sabonis,D"
"929","2020-21",24,"IND","NBA","PF","62","62","36.0","7.8","14.6",".535","0.8","2.6",".321","7.0","12.0",".582",".564","3.9","5.3",".732","2.4","9.5","12.0","6.7","1.2","0.5","3.4","3.3","20.3","Sabonis,D"
"930","2021-22",25,"TOT","NBA","CPF","51","50","34.5","7.1","12.3",".579","0.7","2.2",".315","6.4","10.1",".636",".607","3.9","5.3",".739","3.3","8.7","12.0","5.1","1.0","0.5","3.0","3.1","18.8","Sabonis,D"
"931","2021-22",25,"IND","NBA","C","47","46","34.7","7.0","12.1",".580","0.7","2.3",".324","6.3","9.9",".639",".610","4.1","5.5",".740","3.3","8.8","12.1","5.0","1.0","0.5","3.0","3.1","18.9","Sabonis,D"
"932","2021-22",25,"SAC","NBA","PF","4","4","32.3","7.8","13.5",".574","0.0","0.8",".000","7.8","12.8",".608",".574","1.8","2.5",".700","3.0","8.5","11.5","5.5","1.0","0.3","3.0","3.3","17.3","Sabonis,D"
"933","2012-13",19,"ORL","NBA","SF","76","59","26.0","3.4","7.4",".461","0.4","1.5",".274","3.0","5.9",".510",".489","1.0","1.7",".570","1.6","2.8","4.4","0.7","1.2","0.8","0.9","1.9","8.2","Harkless,M"
"934","2013-14",20,"ORL","NBA","SF","80","41","24.4","2.8","6.0",".464","0.7","1.9",".383","2.1","4.1",".502",".525","1.1","1.8",".594","0.9","2.4","3.3","1.0","1.2","0.6","1.1","1.8","7.4","Harkless,M"
"935","2014-15",21,"ORL","NBA","SF","45","4","15.0","1.4","3.5",".399","0.2","1.2",".179","1.2","2.3",".520",".430","0.5","0.9",".537","0.8","1.5","2.4","0.6","0.7","0.2","0.6","1.5","3.5","Harkless,M"
"936","2015-16",22,"POR","NBA","SF","78","14","18.7","2.5","5.3",".474","0.5","1.8",".279","2.0","3.5",".576",".522","0.9","1.4",".622","1.3","2.3","3.6","0.9","0.6","0.4","0.8","1.6","6.4","Harkless,M"
"937","2016-17",23,"POR","NBA","SF","77","69","28.9","4.1","8.1",".503","0.9","2.5",".351","3.2","5.6",".572",".558","1.0","1.6",".621","1.6","2.8","4.4","1.1","1.1","0.9","1.1","2.8","10.0","Harkless,M"
"938","2017-18",24,"POR","NBA","SF","59","36","21.4","2.5","5.0",".495","0.8","2.0",".415","1.7","3.0",".547",".577","0.7","1.0",".712","0.8","2.0","2.7","0.9","0.8","0.7","0.7","1.7","6.5","Harkless,M"
"939","2018-19",25,"POR","NBA","SF","60","53","23.6","3.2","6.5",".487","0.6","2.0",".275","2.6","4.5",".582",".530","0.8","1.2",".671","1.3","3.2","4.5","1.2","1.1","0.9","0.8","2.7","7.7","Harkless,M"
"940","2019-20",26,"TOT","NBA","PFSF","62","48","23.0","2.3","4.6",".502","0.5","1.6",".347","1.7","3.0",".584",".562","0.6","1.1",".591","0.9","3.0","3.9","1.1","0.9","0.5","0.9","2.4","5.8","Harkless,M"
"941","2019-20",26,"LAC","NBA","PF","50","38","22.8","2.2","4.3",".516","0.5","1.5",".370","1.7","2.9",".590",".578","0.5","0.8",".571","0.9","3.1","4.0","1.0","1.0","0.6","0.9","2.4","5.5","Harkless,M"
"942","2019-20",26,"NYK","NBA","SF","12","10","23.8","2.5","5.5",".455","0.6","2.1",".280","1.9","3.4",".561",".508","1.3","2.0",".625","0.7","2.7","3.3","1.7","0.8","0.3","0.6","2.3","6.8","Harkless,M"
"943","2020-21",27,"TOT","NBA","PFSF","37","23","20.9","1.9","4.5",".418","0.6","2.3",".274","1.2","2.2",".568",".488","0.9","1.2",".767","0.4","2.1","2.4","1.2","0.8","0.5","0.6","2.3","5.2","Harkless,M"
"944","2020-21",27,"MIA","NBA","SF","11","3","11.3","0.5","1.2",".385","0.5","1.0",".455","0.0","0.2",".000",".577","0.0","0.2",".000","0.2","1.0","1.2","0.6","0.2","0.4","0.3","1.3","1.4","Harkless,M"
"945","2020-21",27,"SAC","NBA","PF","26","20","24.9","2.5","5.8",".421","0.7","2.8",".247","1.8","3.0",".582",".480","1.3","1.6",".805","0.4","2.5","2.9","1.4","1.1","0.6","0.7","2.8","6.9","Harkless,M"
"946","2021-22",28,"SAC","NBA","SF","41","22","19.9","1.9","4.2",".454","0.7","2.4",".309","1.2","1.9",".636",".540","0.5","0.7",".714","0.3","2.3","2.6","0.5","0.7","0.6","0.7","1.7","5.1","Harkless,M"
"947","2012-13",20,"GSW","NBA","SF","81","81","25.4","3.4","7.8",".439","0.6","1.8",".359","2.8","6.0",".464",".481","1.8","2.3",".758","0.7","3.5","4.1","1.2","0.6","0.2","1.2","1.7","9.2","Barnes,H"
"948","2013-14",21,"GSW","NBA","SF","78","24","28.3","3.5","8.7",".399","0.8","2.4",".347","2.6","6.3",".419",".448","1.7","2.3",".718","0.8","3.1","4.0","1.5","0.8","0.3","1.1","2.0","9.5","Barnes,H"
"949","2014-15",22,"GSW","NBA","SF","82","82","28.3","3.9","8.0",".482","1.1","2.6",".405","2.8","5.4",".519",".548","1.3","1.8",".720","1.4","4.1","5.5","1.4","0.7","0.2","0.9","1.8","10.1","Barnes,H"
"950","2015-16",23,"GSW","NBA","SF","66","59","30.9","4.5","9.6",".466","1.2","3.2",".383","3.2","6.3",".508",".531","1.5","2.0",".761","1.2","3.8","4.9","1.8","0.6","0.2","0.9","2.1","11.7","Barnes,H"
"951","2016-17",24,"DAL","NBA","PF","79","79","35.5","7.6","16.2",".468","1.0","2.8",".351","6.6","13.4",".492",".498","3.1","3.6",".861","1.2","3.8","5.0","1.5","0.8","0.2","1.3","1.6","19.2","Barnes,H"
"952","2017-18",25,"DAL","NBA","PF","77","77","34.2","7.0","15.7",".445","1.5","4.3",".357","5.4","11.4",".478",".494","3.4","4.1",".827","1.0","5.1","6.1","2.0","0.6","0.2","1.5","1.2","18.9","Barnes,H"
"953","2018-19",26,"TOT","NBA","PFSF","77","77","32.9","5.6","13.3",".420","2.3","5.7",".395","3.3","7.6",".439",".504","3.0","3.6",".824","0.7","3.9","4.7","1.5","0.6","0.2","1.3","1.6","16.4","Barnes,H"
"954","2018-19",26,"DAL","NBA","PF","49","49","32.3","5.9","14.6",".404","2.5","6.3",".389","3.4","8.3",".416",".489","3.4","4.0",".833","0.7","3.5","4.2","1.3","0.7","0.2","1.4","1.6","17.7","Barnes,H"
"955","2018-19",26,"SAC","NBA","SF","28","28","33.9","5.0","11.1",".455","1.9","4.6",".408","3.1","6.4",".489",".540","2.3","2.9",".800","0.8","4.8","5.5","1.9","0.6","0.1","1.1","1.5","14.3","Barnes,H"
"956","2019-20",27,"SAC","NBA","PF","72","72","34.5","5.1","11.0",".460","1.4","3.7",".381","3.7","7.3",".501",".525","3.0","3.7",".801","1.1","3.9","4.9","2.2","0.6","0.2","1.2","1.3","14.5","Barnes,H"
"957","2020-21",28,"SAC","NBA","PF","58","58","36.2","5.5","11.1",".497","1.7","4.4",".391","3.8","6.7",".567",".575","3.4","4.1",".830","1.1","5.5","6.6","3.5","0.7","0.2","1.6","1.3","16.1","Barnes,H"
"958","2021-22",29,"SAC","NBA","PF","55","55","33.7","5.2","11.1",".466","2.0","4.8",".409","3.2","6.3",".510",".555","4.7","5.6",".828","1.1","5.0","6.1","2.5","0.7","0.2","1.6","1.3","17","Barnes,H"
"959","2012-13",23,"PHI","NBA","SG","9","0","15.8","1.8","5.3",".333","0.4","1.8",".250","1.3","3.6",".375",".375","0.7","0.9",".750","0.0","1.6","1.6","1.7","0.3","0.7","1.0","0.8","4.7","Holiday,Ju"
"960","2014-15",25,"GSW","NBA","SG","59","4","11.1","1.5","4.0",".387","0.6","1.8",".321","0.9","2.1",".444",".462","0.6","0.8",".822","0.2","1.0","1.2","0.8","0.7","0.2","0.5","0.9","4.3","Holiday,Ju"
"961","2015-16",26,"TOT","NBA","SG","53","5","14.6","1.7","4.3",".386","0.7","2.0",".343","1.0","2.3",".423",".465","0.5","0.7",".730","0.2","1.5","1.7","1.1","0.6","0.4","0.7","1.2","4.5","Holiday,Ju"
"962","2015-16",26,"ATL","NBA","SG","26","1","10.1","0.9","2.8",".329","0.4","1.7",".222","0.5","1.1",".500",".397","0.2","0.4",".500","0.2","0.9","1.0","0.4","0.5","0.2","0.5","0.8","2.4","Holiday,Ju"
"963","2015-16",26,"CHI","NBA","SG","27","4","18.9","2.4","5.7",".413","1.0","2.2",".433","1.4","3.5",".400",".497","0.8","1.0",".815","0.3","2.0","2.3","1.7","0.7","0.6","1.0","1.5","6.5","Holiday,Ju"
"964","2016-17",27,"NYK","NBA","SG","82","4","20.0","2.8","6.6",".433","1.2","3.3",".355","1.7","3.2",".513",".523","0.8","1.0",".825","0.3","2.4","2.7","1.2","0.8","0.4","0.8","1.3","7.7","Holiday,Ju"
"965","2017-18",28,"CHI","NBA","SG","72","72","31.5","4.0","10.9",".371","2.2","6.2",".359","1.8","4.6",".387",".474","1.9","2.3",".823","0.4","3.6","4.0","2.1","1.1","0.4","1.3","1.9","12.2","Holiday,Ju"
"966","2018-19",29,"TOT","NBA","SG","82","77","31.8","3.7","9.5",".386","2.0","5.7",".348","1.7","3.8",".442",".490","1.2","1.3",".896","0.6","3.4","3.9","1.8","1.5","0.4","1.3","2.0","10.5","Holiday,Ju"
"967","2018-19",29,"CHI","NBA","SG","38","38","34.9","4.0","10.4",".383","2.6","7.1",".359","1.4","3.3",".435",".506","1.1","1.2",".891","0.5","3.9","4.4","2.2","1.8","0.6","1.2","2.1","11.6","Holiday,Ju"
"968","2018-19",29,"MEM","NBA","SG","44","39","29.1","3.4","8.7",".389","1.5","4.4",".333","1.9","4.3",".447",".474","1.2","1.4",".900","0.6","2.9","3.5","1.4","1.2","0.3","1.3","1.9","9.5","Holiday,Ju"
"969","2019-20",30,"IND","NBA","SF","73","6","25.0","2.8","6.7",".428","1.8","4.5",".405","1.0","2.1",".477",".566","0.7","0.9",".791","0.4","2.8","3.3","1.3","1.2","0.6","0.6","1.9","8.3","Holiday,Ju"
"970","2020-21",31,"IND","NBA","SG","72","52","30.3","3.6","8.7",".413","2.4","6.3",".382","1.2","2.4",".494",".551","0.9","1.2",".788","0.4","3.1","3.6","1.7","1.0","0.6","0.8","1.9","10.5","Holiday,Ju"
"971","2021-22",32,"TOT","NBA","SFSG","53","44","29.2","3.9","9.5",".409","2.6","6.9",".378","1.3","2.6",".493",".547","0.7","0.8",".837","0.4","2.3","2.7","1.9","0.7","0.4","1.0","2.2","11.0","Holiday,Ju"
"972","2021-22",32,"IND","NBA","SF","49","40","28.9","3.9","9.3",".415","2.6","6.9",".378","1.3","2.5",".516",".553","0.7","0.8",".829","0.4","2.4","2.8","1.8","0.7","0.4","1.0","2.1","11.0","Holiday,Ju"
"973","2021-22",32,"SAC","NBA","SG","4","4","32.3","3.8","10.8",".349","2.8","7.3",".379","1.0","3.5",".286",".477","0.5","0.5","1.000","1.0","1.0","2.0","2.3","0.8","1.0","1.5","2.3","10.8","Holiday,Ju"
"974","2017-18",20,"SAC","NBA","PG","73","60","27.8","4.5","10.9",".412","0.6","2.1",".307","3.8","8.8",".436",".441","1.9","2.7",".723","0.5","2.3","2.8","4.4","1.0","0.3","2.4","2.2","11.6","Fox,D"
"975","2018-19",21,"SAC","NBA","PG","81","81","31.4","6.2","13.6",".458","1.1","2.9",".371","5.2","10.7",".482",".497","3.7","5.1",".727","0.5","3.2","3.8","7.3","1.6","0.6","2.8","2.5","17.3","Fox,D"
"976","2019-20",22,"SAC","NBA","PG","51","49","32.0","7.7","16.0",".480","1.1","3.6",".292","6.6","12.4",".535",".513","4.7","6.7",".705","0.7","3.2","3.8","6.8","1.5","0.5","3.1","2.8","21.1","Fox,D"
"977","2020-21",23,"SAC","NBA","PG","58","58","35.1","9.1","19.1",".477","1.8","5.5",".322","7.3","13.6",".539",".523","5.2","7.2",".719","0.6","2.9","3.5","7.2","1.5","0.5","3.0","2.9","25.2","Fox,D"
"978","2021-22",24,"SAC","NBA","PG","48","48","34.4","8.2","17.6",".464","1.0","3.8",".271","7.1","13.8",".517",".493","4.4","5.9",".754","0.5","3.4","3.9","5.1","1.1","0.4","2.8","2.9","21.8","Fox,D"
"979","2014-15",20,"DEN","NBA","C","62","27","17.8","2.8","6.2",".446","0.0","0.0",".000","2.8","6.1",".449",".446","1.4","2.1",".636","2.0","4.1","6.2","0.8","0.8","1.1","1.4","3.3","6.9","Nurkic,J"
"980","2015-16",21,"DEN","NBA","C","32","3","17.1","3.2","7.6",".417","0.0","0.1",".000","3.2","7.5",".423",".417","1.9","3.1",".616","2.0","3.4","5.5","1.3","0.8","1.4","1.7","2.8","8.2","Nurkic,J"
"981","2016-17",22,"TOT","NBA","C","65","48","21.4","4.2","8.2",".507","0.0","0.0",".000","4.2","8.2",".508",".507","1.8","3.2",".571","2.4","4.8","7.2","1.9","0.8","1.1","2.2","2.5","10.2","Nurkic,J"
"982","2016-17",22,"DEN","NBA","C","45","29","17.9","3.4","6.6",".507","0.0","0.0","","3.4","6.6",".507",".507","1.2","2.5",".496","2.0","3.8","5.8","1.3","0.6","0.8","1.8","2.0","8.0","Nurkic,J"
"983","2016-17",22,"POR","NBA","C","20","19","29.2","6.0","11.8",".508","0.0","0.1",".000","6.0","11.8",".511",".508","3.2","4.9",".660","3.3","7.1","10.4","3.2","1.3","1.9","3.1","3.7","15.2","Nurkic,J"
"984","2017-18",23,"POR","NBA","C","79","79","26.4","6.1","12.0",".505","0.0","0.1",".000","6.1","11.9",".508",".505","2.2","3.5",".630","2.4","6.6","9.0","1.8","0.8","1.4","2.3","3.1","14.3","Nurkic,J"
"985","2018-19",24,"POR","NBA","C","72","72","27.4","5.8","11.5",".508","0.0","0.4",".103","5.8","11.1",".523",".510","3.9","5.1",".773","3.4","7.0","10.4","3.2","1.0","1.4","2.3","3.5","15.6","Nurkic,J"
"986","2019-20",25,"POR","NBA","C","8","8","31.6","6.8","13.6",".495","0.3","1.3",".200","6.5","12.4",".525",".505","3.9","4.4",".886","2.9","7.4","10.3","4.0","1.4","2.0","2.4","4.9","17.6","Nurkic,J"
"987","2020-21",26,"POR","NBA","C","37","37","23.8","4.6","9.0",".514","0.3","0.8",".400","4.3","8.2",".525",".532","1.9","3.1",".619","2.3","6.6","9.0","3.4","1.0","1.1","2.0","2.8","11.5","Nurkic,J"
"988","2021-22",27,"POR","NBA","C","56","56","28.2","5.7","10.7",".535","0.3","1.0",".268","5.5","9.7",".563",".548","3.3","4.8",".690","3.0","8.1","11.1","2.8","1.1","0.6","2.6","3.4","15","Nurkic,J"
"989","2015-16",19,"MIA","NBA","SF","78","8","28.6","2.5","5.9",".422","0.4","1.5",".276","2.1","4.4",".471",".457","1.0","1.5",".684","1.0","4.1","5.2","1.5","0.9","0.3","1.2","2.4","6.4","Justise,W"
"990","2016-17",20,"MIA","NBA","SF","18","15","34.7","4.4","12.5",".356","0.4","1.9",".200","4.1","10.6",".384",".371","1.6","2.6",".617","1.3","3.9","5.2","3.7","1.4","0.3","1.8","2.9","10.9","Justise,W"
"991","2017-18",21,"MIA","NBA","PF","68","25","24.7","3.0","7.2",".424","0.7","1.9",".380","2.3","5.3",".440",".474","1.0","1.5",".635","0.9","4.5","5.4","2.2","0.8","0.5","1.1","2.1","7.8","Justise,W"
"992","2018-19",22,"MIA","NBA","SF","66","52","29.7","4.9","11.3",".433","1.5","3.9",".375","3.5","7.5",".462",".497","1.3","2.1",".628","1.0","4.4","5.4","4.3","1.1","0.3","2.2","2.7","12.6","Justise,W"
"993","2019-20",23,"MIA","NBA","SG","11","5","32.0","4.5","11.7",".388","0.5","2.5",".222","4.0","9.3",".431",".411","1.6","2.5",".667","1.5","5.2","6.6","4.0","0.6","0.5","2.2","3.5","11.3","Justise,W"
"994","2020-21",24,"MEM","NBA","SF","26","1","19.5","2.8","8.1",".352","0.4","2.1",".185","2.5","6.0",".410",".376","0.8","1.3",".571","0.7","3.8","4.5","1.9","0.6","0.5","1.4","1.8","6.8","Justise,W"
"995","2021-22",25,"TOT","NBA","SF","43","6","15.5","2.1","4.7",".451","0.3","1.2",".220","1.9","3.6",".526",".478","0.8","1.2",".623","0.9","3.2","4.1","1.7","0.7","0.5","1.0","1.3","5.3","Justise,W"
"996","2021-22",25,"LAC","NBA","SF","37","1","12.9","1.7","3.8",".447","0.1","0.8",".172","1.6","3.0",".518",".465","0.7","1.1",".610","0.8","2.8","3.6","1.4","0.6","0.5","1.0","1.2","4.2","Justise,W"
"997","2021-22",25,"POR","NBA","SF","6","5","31.3","4.8","10.5",".460","1.0","3.5",".286","3.8","7.0",".548",".508","1.3","2.0",".667","1.7","5.7","7.3","3.3","1.7","0.8","1.3","2.0","12","Justise,W"
"998","2017-18",22,"LAL","NBA","SG","63","23","23.2","2.8","6.0",".469","1.2","3.1",".396","1.6","2.8",".551",".573","1.0","1.5",".702","0.7","3.5","4.2","1.3","0.7","0.3","0.7","1.7","7.9","Hart,J"
"999","2018-19",23,"LAL","NBA","SG","67","22","25.6","2.8","6.9",".407","1.4","4.1",".336","1.4","2.8",".511",".506","0.8","1.2",".688","0.5","3.2","3.7","1.4","1.0","0.6","0.9","2.2","7.8","Hart,J"
"1000","2019-20",24,"NOP","NBA","SF","65","16","27.0","3.5","8.2",".423","1.9","5.4",".342","1.6","2.7",".584",".537","1.3","1.8",".739","0.9","5.6","6.5","1.7","1.0","0.4","1.2","2.5","10.1","Hart,J"
"1001","2020-21",25,"NOP","NBA","SF","47","4","28.7","3.2","7.3",".439","1.3","4.1",".326","1.9","3.2",".583",".531","1.5","1.9",".775","1.1","6.9","8.0","2.3","0.8","0.3","1.0","2.4","9.2","Hart,J"
"1002","2021-22",26,"TOT","NBA","PFSG","44","43","33.7","5.0","9.7",".514","1.2","3.4",".351","3.8","6.3",".604",".576","2.9","3.9",".754","1.3","6.3","7.6","4.1","1.1","0.3","2.1","2.9","14.1","Hart,J"
"1003","2021-22",26,"NOP","NBA","PF","41","40","33.5","4.8","9.4",".505","1.0","3.2",".323","3.7","6.2",".598",".560","2.8","3.8",".753","1.3","6.5","7.8","4.1","1.1","0.3","2.0","2.9","13.4","Hart,J"
"1004","2021-22",26,"POR","NBA","SG","3","3","36.3","8.0","13.3",".600","3.7","7.0",".524","4.3","6.3",".684",".738","4.3","5.7",".765","1.0","4.0","5.0","4.3","0.7","0.7","3.7","3.0","24","Hart,J"
"1005","2020-21",20,"POR","NBA","SF","30","0","6.4","0.8","2.2",".379","0.2","1.1",".206","0.6","1.1",".563",".432","0.4","0.5",".733","0.4","0.7","1.1","0.3","0.2","0.1","0.2","0.9","2.3","Elleby,C"
"1006","2021-22",21,"POR","NBA","SF","35","7","15.1","1.6","4.1",".392","0.5","1.8",".290","1.1","2.3",".469",".455","0.6","0.7",".808","0.9","2.1","2.9","1.1","0.5","0.2","0.5","1.6","4.3","Elleby,C"
"1007","2018-19",19,"POR","NBA","SG","20","1","7.1","1.4","3.2",".444","0.5","1.5",".345","0.9","1.7",".529",".524","0.5","0.8",".563","0.2","0.5","0.7","0.7","0.1","0.0","0.6","0.5","3.8","Simons,A"
"1008","2019-20",20,"POR","NBA","SG","70","4","20.7","3.1","7.7",".399","1.1","3.2",".332","2.0","4.4",".448",".469","1.1","1.3",".826","0.4","1.8","2.2","1.4","0.4","0.1","0.9","1.9","8.3","Simons,A"
"1009","2020-21",21,"POR","NBA","SG","64","0","17.3","2.6","6.3",".419","1.9","4.4",".426","0.8","1.9",".403",".569","0.7","0.9",".807","0.2","2.0","2.2","1.4","0.3","0.1","0.7","1.5","7.8","Simons,A"
"1010","2021-22",22,"POR","NBA","SG","53","26","29.3","6.2","13.8",".447","3.1","7.6",".400","3.1","6.1",".505",".558","1.6","1.8",".885","0.5","2.2","2.7","3.9","0.5","0.1","1.9","1.9","17","Simons,A"
